Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1/27/2011,343.78,344.6928,342.831,343.21,10179500,0,1,44.18052149,44.29782901,44.05856176,44.10726854,71256500
1/26/2011,342.96,345.6,341.5,343.85,18102700,0,1,44.07514006,44.41441685,43.88750971,44.18951746,126718900
1/25/2011,336.33,341.44,334.57,341.4,19531000,0,1,43.22309265,43.87979887,42.99690812,43.87465831,136717000
1/24/2011,326.87,337.45,326.72,337.45,20524400,0,1,42.0073508,43.36702826,41.98807371,43.36702826,143670800
1/21/2011,333.77,334.88,326.63,326.72,26942900,0,1,42.89409697,43.03674744,41.97650745,41.98807371,188600300
1/20/2011,336.43,338.3,330.12,332.68,27313900,0,1,43.23594404,43.47626511,42.4250211,42.75401678,191197300
1/19/2011,348.35,348.6,336.88,338.84,40557600,0,1,44.76783018,44.79995866,43.29377532,43.54566263,283903200
1/18/2011,329.52,344.7625,326,340.65,67178500,0,1,42.34791273,44.30678643,41.89554367,43.77827286,470249500
1/14/2011,345.89,348.48,344.44,348.48,11030000,0,1,44.45168589,44.78453699,44.26534068,44.78453699,77210000
1/13/2011,345.16,346.64,343.85,345.68,10599300,0,1,44.35787072,44.54807135,44.18951746,44.42469797,74195100
1/12/2011,343.25,344.43,342,344.42,10806800,0,1,44.1124091,44.26405554,43.95176668,44.26277041,75647600
1/11/2011,344.88,344.96,339.47,341.64,15861000,0,1,44.32188682,44.33216793,43.62662641,43.90550166,111027000
1/10/2011,338.83,343.23,337.17,342.455,16020000,0,1,43.54437749,44.10983882,43.33104436,44.01024052,112140000
1/7/2011,333.99,336.35,331.9,336.12,11140400,0,1,42.92237004,43.22566293,42.65377591,43.19610472,77982800
1/6/2011,334.7194,335.25,332.9,333.73,10729600,0,1,43.0161081,43.0842976,42.78228984,42.88895641,75107200
1/5/2011,329.55,334.34,329.5,334,9125700,0,1,42.35176815,42.96734991,42.34534246,42.92365518,63879900
1/4/2011,332.44,332.5,328.15,331.29,11038600,0,1,42.72317343,42.73088427,42.17184864,42.5753824,77270200
1/3/2011,325.64,330.26,324.8365,329.57,15897800,0,1,41.84927866,42.44301305,41.74601771,42.35433843,111284600
